LoanID,Age,Income,LoanAmount,CreditScore,MonthsEmployed,NumCreditLines,InterestRate,LoanTerm,DTIRatio,Education,EmploymentType,MaritalStatus,HasMortgage,HasDependents,LoanPurpose,HasCoSigner,Default
7AFB7O4YUQ,33,75207,169490,564,33,1,24.74,48,0.64,PhD,Full-time,Divorced,No,No,Home,No,1
ZIKLAV0J89,22,107883,41803,302,116,1,9.97,12,0.27,PhD,Self-employed,Single,No,No,Education,No,1
KH2MRLWB49,33,114700,226509,722,52,4,2.57,24,0.53,PhD,Part-time,Married,Yes,Yes,Auto,Yes,1
AWUAJTIGCS,46,16219,167330,830,61,2,22.81,60,0.23,Master's,Self-employed,Divorced,No,Yes,Auto,Yes,1
6REIFG26Z2,67,112124,127319,548,68,2,5.4,36,0.37,PhD,Part-time,Single,No,No,Education,Yes,1
2DAUXGAQAB,41,53114,83551,736,56,3,22.87,12,0.3,Bachelor's,Full-time,Divorced,No,No,Other,Yes,1
HR9PRZQTPM,38,89098,193306,404,45,1,8.05,60,0.38,Master's,Self-employed,Divorced,No,Yes,Business,No,1
5D4S5Q3F86,23,125770,138097,685,9,2,19.48,24,0.76,Bachelor's,Unemployed,Married,No,No,Home,Yes,1
C8Z5829UU3,58,109784,245909,527,3,3,13.91,24,0.2,Bachelor's,Unemployed,Married,Yes,No,Education,No,1
SNS7RXXLKJ,45,117791,45273,847,59,3,6.57,60,0.23,PhD,Unemployed,Divorced,No,No,Education,Yes,1
144FP8SL1B,28,98542,173285,394,67,4,13.66,12,0.76,Master's,Part-time,Single,Yes,Yes,Business,No,1
1UEP9GG0HI,19,28490,57562,640,17,1,17.54,24,0.5,High School,Self-employed,Divorced,No,Yes,Education,No,1
0V1PS0AMIM,59,16371,83891,376,44,1,14.39,12,0.81,Bachelor's,Unemployed,Single,No,Yes,Other,Yes,1
J5ZQVTC75L,22,57622,187321,499,100,2,22.39,36,0.54,High School,Self-employed,Divorced,Yes,Yes,Other,No,1
TJO22MOCQV,33,39670,85808,351,95,4,24.59,24,0.24,Bachelor's,Full-time,Divorced,Yes,Yes,Home,No,1
ABBTJS3X9G,22,100382,89218,446,85,3,22.93,36,0.47,High School,Self-employed,Divorced,Yes,No,Education,No,1
OZAZY0VRW5,39,38328,86701,359,34,2,20.13,60,0.86,PhD,Part-time,Single,Yes,Yes,Education,No,1
LWOM1BBO86,23,55813,206719,605,24,4,5.54,48,0.11,PhD,Full-time,Divorced,Yes,No,Education,No,1
E6FXZPS3ND,22,50972,33984,830,64,1,12.76,24,0.68,Master's,Unemployed,Married,Yes,Yes,Education,No,1
BLH3HVG15Q,19,24751,187993,483,25,3,12.64,24,0.6,Bachelor's,Full-time,Single,No,Yes,Home,No,1
L617O8FZTD,25,92726,214092,846,104,3,5.63,12,0.75,High School,Self-employed,Single,No,No,Other,Yes,1
PHTHP9AG2N,37,80909,44406,708,18,4,16.62,12,0.54,Bachelor's,Part-time,Divorced,Yes,Yes,Business,Yes,1
SFMGEZV8RV,22,55812,12615,331,78,4,22.88,12,0.55,Bachelor's,Unemployed,Married,No,No,Other,Yes,1
DNVEI9KNQM,31,133089,145136,317,23,2,17.8,24,0.67,PhD,Full-time,Single,Yes,No,Business,Yes,1
ZKB2UYBBZD,18,137064,175330,839,5,2,11.37,60,0.28,High School,Self-employed,Married,Yes,No,Auto,Yes,1
TDKPW5LO9S,23,26912,125294,379,17,3,22.18,24,0.64,Master's,Unemployed,Divorced,No,No,Other,Yes,1
0LPDD1AKDV,69,73997,228834,401,14,1,21.09,36,0.2,Master's,Part-time,Married,No,Yes,Auto,Yes,1
BUYL2CQZW8,33,54884,132448,560,12,1,14.78,12,0.29,PhD,Full-time,Married,No,No,Auto,Yes,1
98H79D807C,60,107583,44072,383,109,3,6.98,60,0.67,Bachelor's,Unemployed,Divorced,Yes,No,Auto,No,1
94VIKF9286,32,91467,71934,680,81,4,11.71,36,0.22,Bachelor's,Full-time,Single,No,No,Other,Yes,1
IVBAL3QHIY,60,21321,233439,844,63,1,11.47,36,0.28,Bachelor's,Unemployed,Single,Yes,Yes,Education,No,1
MCDTURZ02C,22,29935,229440,505,45,2,12.16,24,0.32,High School,Unemployed,Married,Yes,Yes,Business,No,1
QSIDVJQRZZ,21,148991,245712,764,85,2,20.98,24,0.48,PhD,Self-employed,Married,No,Yes,Education,Yes,1
1LJNZHXGCC,51,26853,189210,698,34,1,14.96,12,0.25,High School,Part-time,Single,No,No,Home,No,1
O3IFJTCL2T,65,27055,227671,756,19,1,17.66,12,0.15,PhD,Part-time,Divorced,No,Yes,Business,No,1
TP6RCLZU0Q,69,120431,190717,753,31,2,10.61,36,0.17,Bachelor's,Part-time,Single,No,No,Other,No,1
MHHX5YRXYD,42,98592,44000,483,99,3,12.76,36,0.52,Bachelor's,Unemployed,Married,Yes,Yes,Other,No,1
FZUFNN9AR3,38,112378,52405,427,64,3,14.55,48,0.13,Master's,Self-employed,Single,No,Yes,Auto,No,1
O31M7SJDJA,45,29410,236635,655,83,4,16.26,60,0.3,Master's,Part-time,Divorced,No,No,Other,No,1
KKF0MOENQB,26,100717,237025,414,52,1,8.15,12,0.43,PhD,Unemployed,Divorced,Yes,No,Business,No,1
ICPF4ET5U1,20,78183,146012,324,32,3,23.85,48,0.79,Bachelor's,Unemployed,Single,No,Yes,Other,No,1
S42KKNJEJ6,34,20797,73176,741,51,2,2.64,48,0.52,High School,Unemployed,Married,Yes,No,Education,Yes,1
XH2K4NCRDJ,26,130126,188941,357,21,1,13.88,48,0.76,Bachelor's,Full-time,Divorced,No,Yes,Home,No,1
0C64Q3W3I1,33,26100,248823,543,96,2,22.14,48,0.82,High School,Unemployed,Divorced,No,No,Other,No,1
3BPSG5X7RQ,39,79435,165045,494,14,2,17.2,60,0.67,High School,Self-employed,Divorced,No,Yes,Auto,Yes,1
XJ1AJQYQVQ,37,78488,110546,608,3,3,10.41,12,0.46,High School,Part-time,Married,Yes,No,Business,No,1
IH0IC3VR23,46,20103,147852,367,16,1,22.2,60,0.32,Bachelor's,Full-time,Divorced,No,Yes,Home,Yes,1
G0Y447RCTJ,60,23244,224653,448,83,1,8.89,60,0.13,Bachelor's,Unemployed,Married,Yes,No,Auto,No,1
RRUN0MA50Q,58,59162,230493,451,37,3,12.76,12,0.57,High School,Full-time,Married,No,Yes,Auto,Yes,1
R49RBJUSWM,19,52488,96581,652,14,3,21.32,12,0.53,Bachelor's,Part-time,Married,Yes,Yes,Auto,No,1
OYF4BDGZWI,22,21515,129859,812,76,2,24.55,48,0.63,High School,Part-time,Divorced,Yes,Yes,Education,Yes,1
T7S17HN2GB,19,117365,60656,418,24,1,17.65,36,0.54,PhD,Unemployed,Divorced,Yes,No,Business,Yes,1
0KX3GONHWY,28,56032,92882,626,29,4,19.53,60,0.52,PhD,Self-employed,Divorced,No,No,Auto,Yes,1
NVE3ZMKHME,45,38173,229810,674,26,4,14.57,24,0.41,Bachelor's,Part-time,Single,No,No,Education,No,1
X7DN1ID9OV,53,130914,134304,643,41,4,8.24,24,0.54,Bachelor's,Part-time,Single,Yes,Yes,Education,No,1
E8SNTJI0X4,34,17715,47666,619,70,1,8.43,12,0.71,Master's,Self-employed,Single,No,No,Education,No,1
8A2KQQIULL,32,123230,199222,448,20,2,23.25,48,0.46,PhD,Part-time,Married,Yes,Yes,Auto,No,1
TUDY4DX8I3,49,76107,52683,499,48,3,21.59,60,0.85,Master's,Full-time,Single,Yes,Yes,Auto,Yes,1
AYDV9G9YFJ,34,47693,172375,509,83,2,24.21,48,0.49,High School,Part-time,Divorced,No,No,Education,Yes,1
2J6JMUSETZ,18,64874,236715,724,31,1,13.62,36,0.9,Bachelor's,Unemployed,Single,Yes,No,Other,Yes,1
C31JZKMQAD,54,21001,171111,561,11,4,9.14,24,0.11,High School,Full-time,Divorced,No,Yes,Auto,Yes,1
DTXEYFR3EG,30,132520,73866,514,103,4,23.49,36,0.84,Bachelor's,Part-time,Married,Yes,Yes,Home,Yes,1
1E6RQZE4WJ,49,18587,152142,586,34,3,16.43,36,0.58,Bachelor's,Full-time,Divorced,No,Yes,Other,No,1
5Q4139SVE5,69,137483,162208,561,1,1,14.01,36,0.4,Bachelor's,Part-time,Divorced,Yes,No,Other,Yes,1
LHFOUAC1F7,65,27110,85148,663,44,3,22.68,24,0.61,High School,Unemployed,Divorced,No,Yes,Education,No,1
8FQIDMAI75,48,58494,178398,800,98,3,22.91,24,0.39,Master's,Self-employed,Divorced,No,Yes,Education,No,1
QG78J9I7Z4,35,55109,183626,792,40,3,9.09,12,0.85,PhD,Unemployed,Married,No,No,Business,No,1
F6H5T9A4YT,67,25943,128437,463,51,1,20.82,24,0.75,PhD,Part-time,Single,No,Yes,Auto,No,1
MR4N5K16LJ,43,33830,59886,355,23,3,8.67,24,0.8,High School,Part-time,Divorced,No,Yes,Business,No,1
ZN6AWKSL15,33,27408,249514,587,9,4,15.16,12,0.79,High School,Part-time,Married,Yes,No,Education,Yes,1
LZVM1P96OC,68,81899,98917,322,87,1,2.02,60,0.36,High School,Full-time,Married,Yes,No,Business,No,1
XFH9XC7KM1,37,24227,134523,525,0,4,18.73,48,0.22,High School,Self-employed,Divorced,No,No,Home,No,1
5RWVN1P6ON,27,40354,175042,479,39,1,4.25,48,0.49,High School,Full-time,Divorced,No,No,Other,No,1
Q425RQT73N,30,38481,225796,319,2,2,18.37,36,0.64,Bachelor's,Unemployed,Married,Yes,No,Business,No,1
BC3LDLST1C,27,15576,107485,632,45,2,13.13,60,0.44,Bachelor's,Self-employed,Single,Yes,Yes,Business,No,1
RL05NMLX48,39,79901,100074,397,108,1,20.85,36,0.36,Bachelor's,Self-employed,Divorced,No,No,Auto,No,1
5CZ9V1EFI1,25,43088,108906,416,29,1,18.44,48,0.38,PhD,Full-time,Married,No,No,Other,Yes,1
R4MXAM46PY,18,130953,216472,504,22,1,24.48,60,0.86,Bachelor's,Full-time,Single,No,No,Education,No,1
6EEK0CK4T3,58,85246,190260,416,114,1,7.83,36,0.2,Bachelor's,Unemployed,Married,Yes,Yes,Education,Yes,1
WGP7EOISLR,32,17792,248960,431,25,2,9.21,12,0.88,Master's,Full-time,Married,Yes,Yes,Home,No,1
7P7T6Y8RYW,27,125504,228344,756,86,4,7.73,48,0.68,PhD,Self-employed,Single,No,Yes,Business,Yes,1
8RT2R9S49W,58,20869,191980,722,119,1,19.99,36,0.89,High School,Unemployed,Married,Yes,No,Auto,No,1
Y947TABFIO,36,36228,88280,774,38,1,23.67,48,0.71,Master's,Self-employed,Single,No,Yes,Education,No,1
N292SG0EKQ,34,88882,155120,525,68,1,13.48,48,0.42,Bachelor's,Unemployed,Single,No,No,Other,Yes,1
JTIDJO3EI1,19,27128,228861,609,7,3,3.87,36,0.24,High School,Self-employed,Married,Yes,No,Education,No,1
Z1ZJ3OP11G,27,120461,215302,380,5,3,21.37,36,0.28,PhD,Part-time,Married,No,No,Other,Yes,1
MXCLBDVJN3,22,121001,102075,614,6,2,6.95,48,0.48,High School,Self-employed,Divorced,No,No,Business,No,1
2ATASJVGXY,23,130481,133299,343,100,2,9.29,36,0.15,Bachelor's,Full-time,Divorced,Yes,No,Business,No,1
C45LBGQ3D7,25,115164,132036,405,49,4,22.48,48,0.84,PhD,Unemployed,Married,Yes,Yes,Home,Yes,1
RIQ635PAOX,40,41034,158636,369,34,1,5.37,24,0.18,High School,Self-employed,Divorced,No,Yes,Education,No,1
5IXOUTVDNX,58,37261,64127,527,101,2,23.94,48,0.34,Bachelor's,Full-time,Divorced,Yes,Yes,Home,No,1
2ZCLALS9Z0,44,55130,33467,565,61,3,24.26,36,0.31,High School,Unemployed,Married,Yes,No,Business,No,1
UEY2TEIHW5,34,138215,10893,354,27,3,17.78,24,0.2,Bachelor's,Unemployed,Single,Yes,No,Home,Yes,1
93N9DEXA0E,48,56321,101123,794,29,4,16.42,12,0.17,PhD,Unemployed,Single,Yes,Yes,Auto,Yes,1
9WC7MXPNOT,32,50433,117488,539,48,2,21.65,12,0.48,Master's,Unemployed,Single,No,No,Education,No,1
9XN3LRS6OE,20,26619,111145,645,100,3,19.47,24,0.52,High School,Part-time,Married,No,Yes,Business,Yes,1
RUR02W57BA,32,131455,174476,604,59,3,7.7,60,0.53,High School,Part-time,Divorced,No,Yes,Education,Yes,1
NWHMVRL7WP,30,114973,211242,758,20,3,6.03,24,0.6,Master's,Unemployed,Married,No,No,Education,Yes,1
HN8V46PWCD,33,117639,9768,691,55,3,6.52,48,0.89,Master's,Self-employed,Divorced,Yes,No,Business,Yes,1
664OQQ8W5S,28,137009,59471,307,28,1,12.97,12,0.27,High School,Part-time,Single,Yes,No,Home,No,1
TM5F81ITIQ,46,145113,72760,302,76,2,18.45,24,0.51,PhD,Self-employed,Single,No,No,Home,No,1
A075CL8OJT,32,89621,82130,679,22,3,18.16,60,0.4,Bachelor's,Part-time,Married,Yes,Yes,Home,Yes,1
93G2PONNZE,55,88116,239166,435,112,2,11.78,36,0.7,Master's,Unemployed,Divorced,No,No,Business,No,1
7C658TOHQO,50,53235,183353,672,43,1,23.36,36,0.44,High School,Full-time,Divorced,No,No,Other,No,1
XKEFT40XFU,62,17921,232285,723,58,3,16,48,0.33,Master's,Self-employed,Married,No,Yes,Education,Yes,1
625DST56OU,58,22774,221487,752,7,2,18.38,36,0.42,PhD,Unemployed,Divorced,Yes,Yes,Education,No,1
1E1JSVM231,57,34612,24996,441,104,3,10.32,48,0.16,High School,Full-time,Married,No,No,Auto,No,1
LBJSQ3J9J5,25,94760,157926,552,63,1,16.45,36,0.57,Master's,Self-employed,Married,Yes,No,Education,Yes,1
BYYDNDD48H,35,142271,38660,654,60,1,24.4,60,0.58,PhD,Unemployed,Divorced,Yes,No,Other,Yes,1
EON1Y2P65I,24,22423,236784,372,75,1,23.25,36,0.55,PhD,Part-time,Married,Yes,Yes,Auto,Yes,1
Q55JPA9VRP,61,35858,96926,463,6,4,6.49,24,0.12,Bachelor's,Part-time,Divorced,No,Yes,Auto,No,1
WDZSQ42UF6,38,33396,179481,548,105,3,12.98,60,0.37,High School,Unemployed,Married,Yes,Yes,Other,Yes,1
YRPSZAEF86,41,58281,43696,797,37,3,12.48,12,0.54,Master's,Part-time,Single,No,No,Education,Yes,1
U3HAOSVMS1,44,148357,44147,320,34,1,2.62,36,0.54,High School,Self-employed,Single,Yes,Yes,Auto,Yes,1
QOO2E4HCB9,21,73392,23272,760,29,3,15.8,12,0.5,High School,Part-time,Divorced,Yes,No,Home,Yes,1
I8JG802MR8,53,130889,160521,642,115,4,12.07,24,0.42,Bachelor's,Self-employed,Married,No,No,Business,Yes,1
PX9S31ES82,40,17862,96497,398,73,2,3.01,36,0.43,PhD,Self-employed,Divorced,No,No,Auto,No,1
V375NXV2N1,49,47847,191891,643,51,3,23.78,24,0.47,Bachelor's,Full-time,Married,Yes,Yes,Business,No,1
2YV2RMJFSH,30,145426,184650,430,3,1,20.8,48,0.81,Bachelor's,Self-employed,Single,Yes,Yes,Home,No,1
22A1ZZL7ND,52,43287,201788,496,88,3,7.87,12,0.54,Master's,Part-time,Married,Yes,No,Home,No,1
GMAKY5XWXQ,36,40708,231391,586,99,1,20.44,24,0.58,Bachelor's,Unemployed,Divorced,Yes,No,Other,No,1
8DD3ZU1DAB,21,128759,222453,668,33,4,23.04,48,0.63,Bachelor's,Full-time,Married,No,No,Home,Yes,1
WP0K8LBQAW,22,111321,128548,506,85,2,19.35,48,0.16,Master's,Unemployed,Divorced,No,No,Education,No,1
42KOBTIU97,32,96532,109072,325,26,4,16.41,36,0.7,Master's,Unemployed,Divorced,No,No,Home,Yes,1
O9W4SQ7A5P,18,135511,216316,759,89,3,2.26,60,0.52,High School,Part-time,Single,No,No,Other,Yes,1
B1Q093J4N4,23,15181,213093,513,40,2,12.14,12,0.31,High School,Full-time,Single,Yes,Yes,Auto,No,1
FY8QERORLW,34,15237,229663,832,39,1,20.67,12,0.33,High School,Full-time,Divorced,No,No,Business,Yes,1
5BGE20QM3R,33,22123,211254,351,47,1,24.41,12,0.16,High School,Full-time,Married,No,No,Home,No,1
EHEGBEZM55,26,100079,174669,847,85,3,6.1,24,0.29,PhD,Unemployed,Single,Yes,Yes,Other,No,1
VK68570CGD,32,136453,225475,781,12,2,13.4,24,0.17,High School,Unemployed,Single,No,No,Business,Yes,1
71CA5VZ30L,65,105381,141794,461,51,4,10.78,12,0.13,Master's,Part-time,Single,No,Yes,Auto,Yes,1
9POVETIMPD,21,119714,170765,331,23,1,19.59,24,0.39,Master's,Unemployed,Divorced,Yes,No,Business,No,1
FU8UBSBWZE,18,51719,240924,388,93,4,2.73,48,0.6,Bachelor's,Self-employed,Married,No,No,Business,No,1
ZSA37OKIXL,51,35822,77693,454,91,4,5.69,12,0.77,High School,Self-employed,Divorced,Yes,No,Home,No,1
XUJQ94ENRC,21,64892,147752,388,115,2,21.16,24,0.55,Bachelor's,Part-time,Divorced,Yes,No,Education,No,1
5XQX507IML,36,105657,243033,667,21,2,16.89,12,0.26,Master's,Full-time,Single,No,No,Business,No,1
UVXSMLCWTB,56,75852,208469,691,13,4,21.49,36,0.12,Bachelor's,Unemployed,Single,No,No,Business,No,1
UI2G896BD9,43,68855,236998,461,104,1,6.79,36,0.44,Master's,Unemployed,Married,No,Yes,Other,No,1
JG7LKGZ4M5,31,126002,244295,685,56,3,11.19,60,0.33,Master's,Unemployed,Married,No,Yes,Business,No,1
6PU53C3RX7,37,51073,213595,657,58,4,4.43,36,0.2,PhD,Part-time,Divorced,No,Yes,Home,Yes,1
64S5GJV3TT,34,143624,228680,625,22,4,21.73,24,0.58,PhD,Self-employed,Single,Yes,Yes,Auto,No,1
8GKGEQK5MS,64,149037,123171,580,12,3,16.66,24,0.87,Bachelor's,Unemployed,Single,Yes,No,Education,Yes,1
YIMFX1DXZZ,34,138371,153554,484,95,3,12.31,60,0.59,Bachelor's,Self-employed,Single,No,No,Education,Yes,1
XO3K8HKW2S,18,60418,135701,673,39,4,14.15,36,0.67,High School,Full-time,Married,Yes,Yes,Education,Yes,1
U5ZM9JB789,50,131087,164954,473,20,4,24.32,48,0.57,High School,Unemployed,Single,No,No,Other,Yes,1
1OM67PMM5O,22,24762,243307,556,75,1,19.81,24,0.48,Bachelor's,Unemployed,Divorced,Yes,No,Other,Yes,1
I9IFQ1IUE1,44,73631,186769,335,28,3,13.82,36,0.57,PhD,Full-time,Single,Yes,No,Education,No,1
E03S4DFMZO,55,24904,114564,751,83,3,22.79,36,0.75,Master's,Self-employed,Divorced,No,Yes,Home,No,1
C2L1AEUPXW,46,38588,179179,594,81,3,21.62,24,0.18,Master's,Unemployed,Divorced,No,No,Business,Yes,1
68E5EDRKTZ,33,47751,108543,301,19,2,23.18,48,0.87,Bachelor's,Unemployed,Single,No,No,Business,No,1
PC6EONP2AX,37,38880,207491,426,18,3,23.84,24,0.21,Bachelor's,Unemployed,Married,No,No,Auto,No,1
1HJBIDSH4X,63,47109,159287,670,60,3,24.09,36,0.14,Bachelor's,Full-time,Divorced,Yes,Yes,Auto,Yes,1
XZX931FQ19,18,22281,241542,525,72,1,24.54,36,0.88,High School,Unemployed,Divorced,Yes,Yes,Other,No,1
S8Z8LZ8NUM,41,120451,128986,785,86,2,18.4,24,0.32,Bachelor's,Full-time,Divorced,No,Yes,Auto,Yes,1
T50868AC80,28,145836,77162,630,52,1,13.33,12,0.75,Bachelor's,Unemployed,Divorced,No,No,Business,Yes,1
L5IIO6PDY4,26,142308,126675,613,65,1,15.57,12,0.11,High School,Self-employed,Divorced,Yes,Yes,Auto,Yes,1
ZT0GYO7AFF,40,57294,242977,521,19,1,3.13,48,0.68,High School,Unemployed,Married,Yes,No,Education,No,1
R6H5NJGZ2Z,34,86684,153308,564,41,2,14.37,24,0.15,Bachelor's,Full-time,Single,Yes,No,Other,Yes,1
TIEM7RDCLE,38,138008,113461,322,6,3,17.46,48,0.32,Bachelor's,Part-time,Married,No,No,Home,Yes,1
CZTCC73W8N,40,64440,223943,397,12,4,13.22,24,0.83,High School,Part-time,Married,No,No,Auto,Yes,1
LNEGY7A4FU,32,22461,241203,457,107,4,2.33,48,0.57,Bachelor's,Unemployed,Single,Yes,No,Home,No,1
NG22Q99PQJ,40,36597,146229,744,92,4,19.24,60,0.67,Bachelor's,Part-time,Married,No,Yes,Education,No,1
ZKS6PD79A5,58,130654,89745,698,16,3,16.67,36,0.67,Master's,Unemployed,Married,No,No,Business,No,1
NMTZV6ZJ5X,68,28614,72823,395,14,1,19.86,48,0.45,Bachelor's,Full-time,Divorced,Yes,Yes,Home,No,1
5ZJRCJIKKH,33,17875,200693,362,102,1,7.64,12,0.86,Master's,Part-time,Divorced,No,Yes,Home,No,1
AVAY6RD3KE,19,132973,203581,597,11,3,20.65,12,0.33,Bachelor's,Unemployed,Divorced,No,Yes,Auto,Yes,1
H799TUB5PJ,26,94530,247321,389,7,2,8.36,60,0.21,High School,Full-time,Married,Yes,Yes,Education,Yes,1
8UX1OSPOIL,20,20418,136748,699,57,2,21.62,48,0.89,PhD,Self-employed,Divorced,No,No,Business,No,1
8JHWF66ST0,41,23166,128066,739,66,3,24.58,24,0.54,PhD,Self-employed,Divorced,No,No,Other,No,1
RJ9JLZZ3S5,50,115195,207123,559,59,3,21.28,36,0.88,High School,Part-time,Single,No,No,Business,Yes,1
US6KIRDKY5,37,50884,213810,780,13,4,10.26,36,0.24,High School,Self-employed,Married,Yes,No,Education,Yes,1
CSJ2YL4UZI,46,27295,232656,341,9,3,23.45,36,0.58,Bachelor's,Part-time,Single,No,Yes,Business,Yes,1
G840VBH1I7,67,92856,174792,809,95,2,14.71,12,0.46,Master's,Full-time,Single,No,Yes,Business,Yes,1
I1EZBFPMW4,27,145973,211793,570,11,1,13.35,24,0.23,Master's,Part-time,Single,Yes,No,Business,No,1
1JJRLCDS73,20,147550,245416,420,38,2,6.51,36,0.75,Master's,Full-time,Divorced,No,Yes,Education,No,1
9D61AJEM83,44,142731,43373,331,7,3,13.42,36,0.88,High School,Unemployed,Married,No,Yes,Auto,Yes,1
2TBV7DXPA1,38,41507,175672,336,28,1,21.58,24,0.7,PhD,Unemployed,Single,No,No,Education,No,1
3NFEP8URRE,31,47696,180931,849,9,1,3.18,60,0.51,Master's,Unemployed,Divorced,No,No,Business,No,1
LAQAHIZN4S,45,40557,95943,384,19,4,13.72,60,0.76,Bachelor's,Part-time,Single,Yes,Yes,Other,Yes,1
7UXSHVT1OP,38,91113,131174,598,23,1,16.16,24,0.62,Master's,Full-time,Divorced,Yes,No,Education,Yes,1
PY41FF1PMJ,24,31034,216570,650,76,4,15.41,60,0.56,Master's,Self-employed,Married,Yes,No,Home,No,1
MWS51GNVAL,19,46213,190297,351,95,1,16.99,12,0.87,PhD,Unemployed,Divorced,No,No,Business,No,1
WUZAGZTRP6,22,73844,221773,786,47,2,21.42,60,0.12,High School,Full-time,Divorced,No,Yes,Auto,Yes,1
M5VCB992CQ,52,21587,129259,640,3,4,11.73,36,0.34,Bachelor's,Unemployed,Single,No,Yes,Auto,Yes,1
VOV62H5XRD,33,65570,111203,797,71,2,12.34,48,0.76,High School,Self-employed,Divorced,No,Yes,Business,No,1
QLP65447ZC,41,134109,240080,776,27,3,23.62,48,0.3,Master's,Self-employed,Single,Yes,Yes,Auto,No,1
E0SO6HQZ8F,20,46555,55674,616,3,2,22.61,48,0.69,Master's,Unemployed,Single,No,Yes,Auto,Yes,1
GC7CWYADR7,51,65223,100239,534,17,1,14.3,36,0.2,Bachelor's,Self-employed,Single,Yes,Yes,Education,No,1
GCZQ7M47XB,48,74691,179637,358,104,3,2.08,12,0.25,High School,Self-employed,Divorced,Yes,Yes,Business,Yes,1
GJJKMLSAW6,39,42094,40969,691,24,2,24.33,60,0.54,High School,Unemployed,Divorced,Yes,Yes,Business,Yes,1
703Y6R18ET,27,89632,56021,593,2,4,7.74,60,0.14,High School,Unemployed,Divorced,No,No,Business,Yes,1
WDA221EE9I,26,104435,237166,496,16,4,16.9,48,0.44,PhD,Self-employed,Single,No,No,Education,No,1
WBDKCUD7TH,32,59342,203723,599,79,1,2.7,60,0.1,High School,Part-time,Divorced,Yes,No,Business,Yes,1
CPNCUJ489A,67,73577,43525,848,51,1,2.28,12,0.71,High School,Self-employed,Divorced,No,No,Home,Yes,1
0K79APV9HL,53,62363,31605,616,45,1,4.6,24,0.24,PhD,Self-employed,Divorced,Yes,No,Education,Yes,1
YERHHLMR24,63,28641,85941,834,98,4,17.27,36,0.79,Master's,Part-time,Single,No,Yes,Education,Yes,1
RQV8LPRY6D,25,108578,227283,478,17,1,24.1,48,0.17,PhD,Full-time,Married,No,Yes,Education,No,1
NFGE9VL37Y,26,96595,167695,703,16,2,19,48,0.46,Bachelor's,Full-time,Married,No,No,Education,Yes,1
CYP89GAQ9J,30,26741,72430,778,1,4,23.18,60,0.41,Bachelor's,Self-employed,Single,Yes,No,Auto,Yes,1
1A6DXODNOL,36,92443,15874,338,29,2,22.31,60,0.69,PhD,Self-employed,Divorced,Yes,Yes,Education,No,1
H6PMF8V2PQ,22,114313,160655,694,72,3,19.22,12,0.58,High School,Unemployed,Single,No,No,Home,No,1
YA1RVV58TX,44,34485,90398,825,54,2,13.38,48,0.41,Bachelor's,Unemployed,Divorced,No,No,Home,No,1
JG9OOK8I9T,52,105680,156616,738,75,3,20.4,60,0.49,PhD,Unemployed,Divorced,No,Yes,Other,Yes,1
I8CEV4VRHK,34,109299,206981,651,2,3,7.47,12,0.11,High School,Self-employed,Single,No,No,Education,No,1
DNKI32P0H4,43,137589,18850,513,91,4,20.21,36,0.35,Bachelor's,Unemployed,Single,Yes,No,Other,No,1
XYH5J7WOGU,32,130096,232656,718,49,3,16.9,24,0.6,High School,Self-employed,Single,No,No,Education,No,1
YGH0PYLAZN,27,65821,89856,322,83,2,18.78,60,0.49,High School,Self-employed,Divorced,No,Yes,Business,No,1
Z6K1PICAZS,41,24995,205103,385,7,3,13.82,36,0.13,Bachelor's,Part-time,Single,Yes,Yes,Home,No,1
AYN4WE6RAO,27,92199,175074,832,61,4,20.23,36,0.8,High School,Self-employed,Single,Yes,No,Other,No,1
CUVPRUT3IA,64,90029,218476,732,24,3,11.18,36,0.71,High School,Part-time,Divorced,No,Yes,Other,No,1
OLM5HIUK54,24,125498,114623,450,19,4,16.01,60,0.73,High School,Part-time,Divorced,Yes,Yes,Home,Yes,1
XGC0T02UZO,23,87858,112671,778,44,4,23.67,12,0.49,PhD,Part-time,Single,No,No,Auto,Yes,1
8SCNG4NSY8,26,30811,13882,654,73,3,16.7,24,0.15,High School,Unemployed,Single,No,Yes,Auto,Yes,1
P7R4PJYTKO,20,92748,100722,402,53,2,24.56,12,0.62,High School,Self-employed,Divorced,Yes,No,Home,Yes,1
BYXYXNO3SJ,63,27535,233580,480,15,2,24.65,48,0.76,Master's,Full-time,Divorced,No,No,Business,No,1
1PPEKCS2W4,33,80976,198528,785,32,1,18.81,36,0.77,Bachelor's,Unemployed,Single,Yes,Yes,Other,Yes,1
DK4AX6DJJQ,31,126125,225119,580,59,4,20.5,36,0.34,High School,Part-time,Divorced,Yes,Yes,Education,No,1
8BCSI5RXT1,66,90550,87887,497,21,2,19.63,48,0.16,Bachelor's,Self-employed,Married,Yes,No,Education,No,1
HQ0DPTLNCC,35,41226,64536,802,48,4,22.73,24,0.57,Bachelor's,Unemployed,Divorced,Yes,No,Education,Yes,1
JXVAAL3Q4U,19,73855,224344,318,50,2,19.13,60,0.66,Bachelor's,Self-employed,Divorced,No,No,Other,No,1
IJXW4NOD4C,37,18096,56560,368,96,2,19.47,36,0.5,PhD,Part-time,Married,No,No,Other,Yes,1
5W5AZH7HJA,29,42212,120635,706,38,2,16.79,12,0.79,Bachelor's,Self-employed,Divorced,Yes,No,Home,Yes,1
